Brand,Car_Name,Selling_Price,Year,Kms_Driven,Fuel_Type,cc,Location,Ref
BMW,BMW X5 xDrive45e,52.500 €,2022,110.000 km,Híbrido enchufable,394 cv,Murcia,https://www.coches.net/bmw-x5-xdrive45e-5p-electrico-hibrido-2022-en-murcia-70465541-covo.aspx
LEXUS,LEXUS ES 2.5 300h Premium,49.000 €,2026,65 km,Híbrido,218 cv,Granada,https://www.coches.net/lexus-es-25-300h-premium-4p-electrico-hibrido-2024-en-granada-70465640-covo.aspx
FORD,FORD Focus 1.0 Ecoboost MHEV STLine X,20.900 €,2023,61.850 km,Híbrido,155 cv,Gipuzkoa,https://www.coches.net/ford-focus-10-ecoboost-mhev-114kw-stline-x-5p-electrico-hibrido-2023-en-guipuzcoa-70465787-covo.aspx
FORD,FORD Puma 1.0 EcoBoost Titanium X MHEV Auto,25.500 €,2023,5259 km,Híbrido,155 cv,Gipuzkoa,https://www.coches.net/ford-puma-10-ecoboost-155cv-titanium-x-mhev-auto-5p-electrico-hibrido-2023-en-guipuzcoa-70465789-covo.aspx
BMW,BMW X2 xDrive25e Auto,29.900 €,2022,45.881 km,Híbrido enchufable,220 cv,Sta. C. Tenerife,https://www.coches.net/bmw-x2-xdrive25e-auto-5p-electrico-hibrido-2022-en-sta-c-tenerife-70465935-covo.aspx
BMW,BMW X1 xDrive25e,23.500 €,2020,68.806 km,Híbrido enchufable,220 cv,Sta. C. Tenerife,https://www.coches.net/bmw-x1-xdrive25e-5p-electrico-hibrido-2020-en-sta-c-tenerife-70465937-covo.aspx
BMW,BMW X1 xDrive25e,29.900 €,2022,36.856 km,Híbrido enchufable,220 cv,Sta. C. Tenerife,https://www.coches.net/bmw-x1-xdrive25e-5p-electrico-hibrido-2022-en-sta-c-tenerife-70465938-covo.aspx
BMW,BMW Serie 2 Active Tourer 218d,38.900 €,2025,7132 km,Diesel,150 cv,Sta. C. Tenerife,https://www.coches.net/bmw-serie-2-active-tourer-218d-5p-diesel-2025-en-sta-c-tenerife-70465939-covo.aspx
BMW,BMW Serie 4 420i Gran Coupe,23.900 €,2019,92.915 km,Gasolina,184 cv,Sta. C. Tenerife,https://www.coches.net/bmw-serie-4-420i-gran-coupe-5p-gasolina-2019-en-sta-c-tenerife-70465941-covo.aspx
BMW,BMW i4 M50,45.900 €,2022,32.563 km,Eléctrico,544 cv,Sta. C. Tenerife,https://www.coches.net/bmw-i4-m50-5p-electrico-hibrido-2022-en-sta-c-tenerife-70465942-covo.aspx
BMW,BMW Serie 3 320e,30.900 €,2024,27.000 km,Híbrido enchufable,204 cv,Madrid,https://www.coches.net/bmw-serie-3-320e-4p-electrico-hibrido-2023-en-madrid-70466036-covo.aspx
BMW,BMW X1 xDrive25e,42.500 €,2025,11.900 km,Híbrido enchufable,245 cv,Madrid,https://www.coches.net/bmw-x1-xdrive25e-5p-electrico-hibrido-2025-en-madrid-70466076-covo.aspx
TESLA,TESLA Model 3 Gran Autonomia RWD,28.900 €,2023,65.000 km,Eléctrico,283 cv,Madrid,https://www.coches.net/tesla-model-3-gran-autonomia-rwd-4p-electrico-hibrido-2022-en-madrid-70466079-covo.aspx
JEEP,JEEP Avenger 1.2 G Altitude,15.900 €,2024,63.000 km,Gasolina,100 cv,Madrid,https://www.coches.net/jeep-avenger-12-g-74kw-100cv-altitude-5p-gasolina-2024-en-madrid-70466083-covo.aspx
VOLKSWAGEN,VOLKSWAGEN T-Cross Advance 1.0 TSI DSG,19.500 €,2022,57.950 km,Gasolina,110 cv,Jaén,https://www.coches.net/volkswagen-t-cross-advance-10-tsi-81kw-110cv-dsg-5p-gasolina-2022-en-jaen-70466150-covo.aspx
KIA,KIA Rio 1.2 DPi Concept,12.985 €,2022,71.086 km,Gasolina,84 cv,Las Palmas,https://www.coches.net/kia-rio-12-dpi-62kw-84cv-concept-5p-gasolina-2022-en-las-palmas-70466451-covo.aspx
SEAT,SEAT Ateca 1.5 TSI StSp Style,18.985 €,2023,73.689 km,Gasolina,150 cv,Las Palmas,https://www.coches.net/seat-ateca-15-tsi-110kw-150cv-stsp-style-5p-gasolina-2023-en-las-palmas-70466452-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ GLA GLA 250 e,34.985 €,2022,59.579 km,Híbrido enchufable,218 cv,Las Palmas,https://www.coches.net/mercedes-benz-gla-gla-250-e-5p-electrico-hibrido-2020-en-las-palmas-70466453-covo.aspx
HYUNDAI,HYUNDAI Bayon 1.2 MPI Maxx,15.985 €,2024,48.910 km,Gasolina,84 cv,Las Palmas,https://www.coches.net/hyundai-bayon-12-mpi-maxx-5p-gasolina-2023-en-las-palmas-70466454-covo.aspx
NISSAN,NISSAN QASHQAI DIGT Xtronic NConnecta,22.985 €,2023,72.745 km,Híbrido,158 cv,Las Palmas,https://www.coches.net/nissan-qashqai-digt-116kw-xtronic-nconnecta-5p-electrico-hibrido-2024-en-las-palmas-70466456-covo.aspx
TOYOTA,TOYOTA Yaris 1.5 120H Business Plus,15.985 €,2022,74.107 km,Híbrido,116 cv,Las Palmas,https://www.coches.net/toyota-yaris-15-120h-business-plus-5p-electrico-hibrido-2022-en-las-palmas-70466457-covo.aspx
PEUGEOT,PEUGEOT 208 PureTech Allure,13.485 €,2023,46.789 km,Gasolina,100 cv,Sta. C. Tenerife,https://www.coches.net/peugeot-208-puretech-73kw-100cv-allure-5p-gasolina-2023-en-sta-c-tenerife-70466463-covo.aspx
PEUGEOT,PEUGEOT 208 PureTech Allure,13.485 €,2023,44.389 km,Gasolina,100 cv,Sta. C. Tenerife,https://www.coches.net/peugeot-208-puretech-73kw-100cv-allure-5p-gasolina-2023-en-sta-c-tenerife-70466465-covo.aspx
AUDI,AUDI Q3 Advanced 35 TDI S tronic,27.990 €,2020,85.000 km,Diesel,150 cv,Barcelona,https://www.coches.net/audi-q3-advanced-35-tdi-110kw-150cv-s-tronic-5p-diesel-2021-en-barcelona-70466548-covo.aspx
HYUNDAI,HYUNDAI Tucson 1.6 CRDI 48V Style DCT 4x4,26.990 €,2022,64.000 km,Híbrido,136 cv,Barcelona,https://www.coches.net/hyundai-tucson-16-crdi-100kw-136cv-48v-style-dct-4x4-5p-electrico-hibrido-2021-en-barcelona-70466743-covo.aspx
AUDI,AUDI A7 Sportback 3.0 TDI 218 ultra S tronic,15.500 €,2014,270.000 km,Diesel,218 cv,Sevilla,https://www.coches.net/audi-a7-sportback-30-tdi-218-ultra-s-tronic-5p-diesel-2015-en-sevilla-70466764-covo.aspx
HYUNDAI,HYUNDAI ix35 1.7 CRDi BlueDrive Tecno 4x2,7.999 €,2015,270.000 km,Diesel,115 cv,Sevilla,https://www.coches.net/hyundai-ix35-17-crdi-bluedrive-tecno-4x2-5p-diesel-2014-en-sevilla-70466815-covo.aspx
FIAT,FIAT Grande Panda Icon MHEV,19.990 €,2025,2 km,Híbrido,110 cv,Bizkaia,https://www.coches.net/km-0/fiat/grande-panda/vizcaya/icon-mhev-81kw-110cv-electrico-hibrido-de-km0-70466902-kovn.aspx
PEUGEOT,PEUGEOT E-5008 GT Electrico,43.990 €,2026,4045 km,Eléctrico,214 cv,Bizkaia,https://www.coches.net/km-0/peugeot/e-5008/vizcaya/gt-electrico-157kw-electrico-hibrido-de-km0-70466905-kovn.aspx
MERCEDES-BENZ,MERCEDES-BENZ GLE AMG GLE 53 4MATIC,54.900 €,2021,140.000 km,Gasolina,435 cv,Murcia,https://www.coches.net/mercedes-benz-gle-amg-gle-53-4matic-5p-gasolina-2020-en-murcia-70466921-covo.aspx
LAND-ROVER,LAND-ROVER Range Rover Evoque 1.5 P160 AUTO MHEV,33.900 €,2021,33.360 km,Híbrido,160 cv,Valencia,https://www.coches.net/land-rover-range-rover-evoque-15-p160-auto-mhev-5p-electrico-hibrido-2022-en-valencia-70467726-covo.aspx
RENAULT,RENAULT Clio Emotion 1.5DCI85,5.490 €,2007,164.874 km,Diesel,85 cv,Madrid,https://www.coches.net/renault-clio-emotion-15dci85-3p-diesel-2007-en-madrid-70467748-covo.aspx
BMW,BMW X2 xDrive20d,43.900 €,2025,25.109 km,Híbrido,163 cv,Albacete,https://www.coches.net/bmw-x2-xdrive20d-5p-electrico-hibrido-2025-en-albacete-70467894-covo.aspx
AUDI,AUDI A3 Sportback Advanced 30 TFSI S tronic,22.900 €,2023,69.000 km,Híbrido,110 cv,Madrid,https://www.coches.net/audi-a3-sportback-advanced-30-tfsi-81kw-s-tronic-5p-electrico-hibrido-2023-en-madrid-70468264-covo.aspx
DACIA,DACIA Sandero Stepway Expression TCe,16.600 €,2025,13.000 km,Gasolina,91 cv,Madrid,https://www.coches.net/dacia-sandero-stepway-expression-tce-67kw-90cv-5p-gasolina-2024-en-madrid-70468273-covo.aspx
FIAT,FIAT 500 Dolcevita 1.0 Hybrid 70 CV,9.400 €,2022,58.000 km,Híbrido,70 cv,Madrid,https://www.coches.net/fiat-500-dolcevita-10-hybrid-51kw-70-cv-3p-electrico-hibrido-2022-en-madrid-70468282-covo.aspx
FIAT,FIAT 500 Dolcevita 1.0 Hybrid 70 CV,9.400 €,2022,59.900 km,Híbrido,70 cv,Madrid,https://www.coches.net/fiat-500-dolcevita-10-hybrid-51kw-70-cv-3p-electrico-hibrido-2022-en-madrid-70468292-covo.aspx
DS,DS DS 7 Crossback BlueHDi DE AT. PERF.LINE,18.500 €,2021,57.000 km,Diesel,130 cv,Madrid,https://www.coches.net/ds-ds-7-crossback-bluehdi-de-96kw-130cv-at-perfline-5p-diesel-2021-en-madrid-70468304-covo.aspx
FIAT,FIAT Panda City Cross 1.0 Gse,9.900 €,2022,58.000 km,Híbrido,70 cv,Madrid,https://www.coches.net/fiat-panda-city-cross-10-gse-51kw-70cv-5p-electrico-hibrido-2022-en-madrid-70468315-covo.aspx
BMW,BMW X1 sDrive18d,18.490 €,2016,170.000 km,Diesel,150 cv,Alicante,https://www.coches.net/bmw-x1-sdrive18d-5p-diesel-2017-en-alicante-70468316-covo.aspx
CUPRA,CUPRA León 1.5 eTSI DSG,25.500 €,2024,19.000 km,Híbrido,150 cv,Castellón,https://www.coches.net/cupra-leon-15-etsi-110kw-150cv-dsg-5p-electrico-hibrido-2025-en-castellon-70468402-covo.aspx
SEAT,SEAT Ibiza 1.0 TSI FR Plus,14.990 €,2021,129.000 km,Gasolina,110 cv,Zaragoza,https://www.coches.net/seat-ibiza-10-tsi-81kw-110cv-fr-plus-5p-gasolina-2022-en-zaragoza-70468416-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Polo RLine 1.0 TSI,18.990 €,2023,50.000 km,Gasolina,95 cv,Zaragoza,https://www.coches.net/volkswagen-polo-rline-10-tsi-70kw-95cv-5p-gasolina-2023-en-zaragoza-70468451-covo.aspx
AUDI,AUDI A5 S line 35 TDI S tronic Coupe,29.990 €,2021,69.000 km,Híbrido,163 cv,Zaragoza,https://www.coches.net/audi-a5-s-line-35-tdi-120kw-s-tronic-coupe-2p-electrico-hibrido-2022-en-zaragoza-70468636-covo.aspx
MINI,MINI COUNTRYMAN John Cooper Works,30.990 €,2020,123.000 km,Gasolina,306 cv,Zaragoza,https://www.coches.net/mini-countryman-john-cooper-works-5p-gasolina-2020-en-zaragoza-70468727-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase E Cabrio E 320,32.900 €,2016,35.000 km,Gasolina,272 cv,Madrid,https://www.coches.net/mercedes-benz-clase-e-cabrio-e-320-2p-gasolina-2016-en-madrid-70468937-covo.aspx
AUDI,AUDI Q3 45 TFSI e S tronic S Line,27.990 €,2022,119.990 km,Híbrido enchufable,245 cv,Madrid,https://www.coches.net/audi-q3-45-tfsi-e-180kw-s-tronic-s-line-5p-electrico-hibrido-2022-en-madrid-70469307-covo.aspx
FORD,FORD EcoSport 1.0L EcoBoost SS Titanium,9.990 €,2018,171.545 km,Gasolina,125 cv,Albacete,https://www.coches.net/ford-ecosport-10l-ecoboost-92kw-125cv-ss-titanium-5p-gasolina-2018-en-albacete-70469400-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase B B 200 d,28.490 €,2022,45.000 km,Diesel,150 cv,Barcelona,https://www.coches.net/mercedes-benz-clase-b-b-200-d-5p-diesel-2023-en-barcelona-70469530-covo.aspx
HYUNDAI,HYUNDAI i20 1.2 MPI Klass,15.790 €,2024,61.000 km,Gasolina,79 cv,Barcelona,https://www.coches.net/hyundai-i20-12-mpi-klass-5p-gasolina-2025-en-barcelona-70469581-covo.aspx
RENAULT,RENAULT Mégane Equilibre Blue dCi,12.990 €,2023,160.000 km,Diesel,115 cv,Valencia,https://www.coches.net/renault-megane-equilibre-blue-dci-85-kw-115cv-5p-diesel-2023-en-valencia-70469586-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ GLE Coupé GLE 350 e 4MATIC Hibrido Enchufable,63.900 €,2022,92.595 km,Híbrido enchufable,333 cv,Valladolid,https://www.coches.net/mercedes-benz-gle-coupe-gle-350-e-4matic-hibrido-enchufable-5p-electrico-hibrido-2022-en-valladolid-70469588-covo.aspx
VOLVO,VOLVO XC90 2.0 T8 AWD Recharge RDesign Auto,45.900 €,2022,115.988 km,Híbrido enchufable,455 cv,Valladolid,https://www.coches.net/volvo-xc90-20-t8-awd-recharge-rdesign-auto-5p-electrico-hibrido-2022-en-valladolid-70469589-covo.aspx
BMW,BMW X1 sDrive20d,10.900 €,2010,212.000 km,Diesel,177 cv,Málaga,https://www.coches.net/bmw-x1-sdrive20d-5p-diesel-2010-en-malaga-70470641-covo.aspx
HYUNDAI,HYUNDAI i20 1.2 MPI Essence,10.990 €,2019,83.029 km,Gasolina,75 cv,Madrid,https://www.coches.net/hyundai-i20-12-mpi-55kw-75cv-essence-5p-gasolina-2018-en-madrid-70470716-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Touran Life 1.5 TSI DSG,32.990 €,2024,43.707 km,Gasolina,150 cv,Madrid,https://www.coches.net/volkswagen-touran-life-15-tsi-110kw-150cv-dsg-5p-gasolina-2024-en-madrid-70470717-covo.aspx
RENAULT,RENAULT Scénic Dynamique dCi 110,5.990 €,2011,177.197 km,Diesel,110 cv,Madrid,https://www.coches.net/renault-scenic-dynamique-dci-110-5p-diesel-2011-en-madrid-70470718-covo.aspx
MITSUBISHI,MITSUBISHI ASX 180 DID Challenge,8.890 €,2012,140.809 km,Diesel,116 cv,Salamanca,https://www.coches.net/mitsubishi-asx-180-did-challenge-5p-diesel-2012-en-salamanca-70470730-covo.aspx
PEUGEOT,PEUGEOT 508 GT Line 2.0 BlueHDi,14.990 €,2017,72.430 km,Diesel,150 cv,Salamanca,https://www.coches.net/peugeot-508-gt-line-20-bluehdi-110kw-150cv-4p-diesel-2017-en-salamanca-70470735-covo.aspx
OPEL,OPEL Grandland X 1.6 CDTi Selective,12.990 €,2018,90.590 km,Diesel,120 cv,Madrid,https://www.coches.net/opel-grandland-x-16-cdti-selective-5p-diesel-2018-en-madrid-70470763-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase C C Cabrio 300,29.990 €,2017,105.970 km,Gasolina,245 cv,Madrid,https://www.coches.net/mercedes-benz-clase-c-c-cabrio-300-2p-gasolina-2017-en-madrid-70470764-covo.aspx
KIA,KIA Stonic 1.0 TGDi Concept,11.990 €,2019,86.088 km,Gasolina,100 cv,Madrid,https://www.coches.net/kia-stonic-10-tgdi-74kw-100cv-concept-5p-gasolina-2019-en-madrid-70470765-covo.aspx
CITROEN,CITROEN Berlingo Talla M BlueHDi 100 FEEL,13.990 €,2020,96.245 km,Diesel,102 cv,Madrid,https://www.coches.net/citroen-berlingo-talla-m-bluehdi-100-feel-5p-diesel-2019-en-madrid-70470767-covo.aspx
LEXUS,LEXUS NX 2.5 300h Luxury 4WD,21.890 €,2016,115.302 km,Híbrido,197 cv,Madrid,https://www.coches.net/lexus-nx-25-300h-luxury-4wd-5p-electrico-hibrido-2016-en-madrid-70470771-covo.aspx
KIA,KIA Sportage 1.6 MHEV Business 4x2,18.995 €,2020,90.000 km,Híbrido,136 cv,Las Palmas,https://www.coches.net/kia-sportage-16-mhev-business-100kw-136cv-4x2-5p-electrico-hibrido-2021-en-las-palmas-70470858-covo.aspx
VOLVO,VOLVO V60 2.0 B4 D Plus Dark Auto,28.500 €,2023,98.000 km,Híbrido,197 cv,Madrid,https://www.coches.net/volvo-v60-20-b4-d-plus-dark-auto-5p-electrico-hibrido-2024-en-madrid-70471061-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase GLC GLC 300 d 4MATIC,37.990 €,2021,123.000 km,Diesel,245 cv,Murcia,https://www.coches.net/mercedes-benz-clase-glc-glc-300-d-4matic-5p-diesel-2021-en-murcia-70471123-covo.aspx
MITSUBISHI,MITSUBISHI L200 DC 220 DID MPro Auto,23.990 €,2021,122.000 km,Diesel,150 cv,Bizkaia,https://www.coches.net/mitsubishi-l200-dc-220-did-mpro-auto-4p-diesel-2020-en-vizcaya-70471373-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase GLC GLC 220 d 4MATIC,36.990 €,2022,138.000 km,Diesel,194 cv,Almería,https://www.coches.net/mercedes-benz-clase-glc-glc-220-d-4matic-5p-diesel-2022-en-almeria-70471381-covo.aspx
AUDI,AUDI Q2 S line 30 TDI,21.990 €,2023,115.000 km,Diesel,116 cv,Murcia,https://www.coches.net/audi-q2-s-line-30-tdi-85kw-116cv-5p-diesel-2023-en-murcia-70471387-covo.aspx
TOYOTA,TOYOTA Yaris 1.0 70 Business,12.900 €,2022,53.000 km,Gasolina,69 cv,Madrid,https://www.coches.net/toyota-yaris-10-70-business-5p-gasolina-2019-en-madrid-70472670-covo.aspx
VOLKSWAGEN,VOLKSWAGEN T-Cross Advance 1.0 TSI DSG,16.900 €,2023,63.000 km,Gasolina,110 cv,Madrid,https://www.coches.net/volkswagen-t-cross-advance-10-tsi-81kw-110cv-dsg-5p-gasolina-2023-en-madrid-70472676-covo.aspx
VOLKSWAGEN,VOLKSWAGEN T-Cross Advance 1.0 TSI,15.500 €,2023,65.000 km,Gasolina,110 cv,Madrid,https://www.coches.net/volkswagen-t-cross-advance-10-tsi-81kw-110cv-5p-gasolina-2023-en-madrid-70472677-covo.aspx
TOYOTA,TOYOTA Corolla 1.8 125H ACTIVE TECH ECVT SEDAN,19.900 €,2022,73.000 km,Híbrido,122 cv,Madrid,https://www.coches.net/toyota-corolla-18-125h-active-tech-ecvt-sedan-4p-electrico-hibrido-2022-en-madrid-70472681-covo.aspx
BMW,BMW X1 sDrive18d,39.900 €,2025,23.000 km,Diesel,150 cv,Madrid,https://www.coches.net/bmw-x1-sdrive18d-5p-diesel-2025-en-madrid-70472764-covo.aspx
FIAT,FIAT 500 Dolcevita 1.0 Hybrid 70 CV,9.400 €,2022,61.000 km,Híbrido,70 cv,Madrid,https://www.coches.net/fiat-500-dolcevita-10-hybrid-51kw-70-cv-3p-electrico-hibrido-2022-en-madrid-70472768-covo.aspx
FIAT,FIAT 500C Monotrim 1.0 Hybrid 70 CV CoTe,11.500 €,2023,58.000 km,Híbrido,70 cv,Madrid,https://www.coches.net/fiat-500c-monotrim-10-hybrid-51kw-70-cv--cote-2p-electrico-hibrido-2023-en-madrid-70472772-covo.aspx
SSANGYONG,SSANGYONG Korando G15T LP Urban Plus,15.900 €,2024,69.000 km,Gasolina,149 cv,Madrid,https://www.coches.net/ssangyong-korando-g15t-110kw-lp-urban-plus-5p-gasolina-2022-en-madrid-70472773-covo.aspx
FORD,FORD Puma 1.0 EcoBoost Titanium MHEV,22.900 €,2024,1 km,Híbrido,125 cv,Bizkaia,https://www.coches.net/ford-puma-10-ecoboost-125cv-titanium-mhev-5p-electrico-hibrido-2023-en-vizcaya-70473230-covo.aspx
MINI,MINI COUNTRYMAN Cooper S E ALL4,25.900 €,2021,49.147 km,Híbrido enchufable,220 cv,Sta. C. Tenerife,https://www.coches.net/mini-countryman-cooper-s-e-all4-5p-electrico-hibrido-2022-en-sta-c-tenerife-70473423-covo.aspx
AUDI,AUDI A6 Competition 3.0 TDI quattro tiptro Avant,31.900 €,2017,248.000 km,Diesel,326 cv,Burgos,https://www.coches.net/audi-a6-competition-30-tdi-quattro-tiptro-avant-5p-diesel-2018-en-burgos-70473599-covo.aspx
OPEL,OPEL Zafira Enjoy 1.9 CDTi 8v 120 CV,5.499 €,2007,213.000 km,Diesel,120 cv,Alicante,https://www.coches.net/opel-zafira-enjoy-19-cdti-8v-120-cv-5p-diesel-2007-en-alicante-70473740-covo.aspx
CITROEN,CITROEN C3 Aircross PureTech SS CSeries,11.290 €,2021,114.486 km,Gasolina,110 cv,Madrid,https://www.coches.net/citroen-c3-aircross-puretech-81kw-110cv-ss-cseries-5p-gasolina-2021-en-madrid-70473858-covo.aspx
LEXUS,LEXUS UX 2.0 300h F Sport,35.900 €,2025,21.700 km,Híbrido,199 cv,Granada,https://www.coches.net/lexus-ux-20-300h-f-sport-5p-electrico-hibrido-2024-en-granada-70473884-covo.aspx
SEAT,SEAT Arona 1.0 TSI FR Special Edition,20.900 €,2025,14.598 km,Gasolina,115 cv,Jaén,https://www.coches.net/seat-arona-10-tsi-85kw-115cv-fr-special-edition-5p-gasolina-2025-en-jaen-70473909-covo.aspx
CUPRA,CUPRA Formentor 1.5 TSI 150 CV,20.900 €,2023,86.000 km,Gasolina,150 cv,Madrid,https://www.coches.net/cupra-formentor-15-tsi-110kw-150-cv-5p-gasolina-2023-en-madrid-70473947-covo.aspx
MG,MG ZS 1.5 Comfort,11.900 €,2022,56.000 km,Gasolina,106 cv,Madrid,https://www.coches.net/mg-zs-15-comfort-5p-gasolina-2022-en-madrid-70473949-covo.aspx
DACIA,DACIA Sandero Stepway Expression TCe,16.600 €,2025,15.000 km,Gasolina,91 cv,Madrid,https://www.coches.net/dacia-sandero-stepway-expression-tce-67kw-90cv-5p-gasolina-2024-en-madrid-70473953-covo.aspx
MITSUBISHI,MITSUBISHI Eclipse Cross 2.4 PHEV Kaiteki Auto 4WD,26.900 €,2023,29.000 km,Híbrido enchufable,188 cv,Madrid,https://www.coches.net/mitsubishi-eclipse-cross-24-phev-kaiteki-auto-4wd-5p-electrico-hibrido-2021-en-madrid-70473954-covo.aspx
PEUGEOT,PEUGEOT 308 Allure Puretech 130 SS EAT8,12.900 €,2021,71.000 km,Gasolina,130 cv,Madrid,https://www.coches.net/peugeot-308-5p-allure-puretech-130-ss-eat8-5p-gasolina-2021-en-madrid-70473959-covo.aspx
VOLVO,VOLVO XC40 2.0 B3 G Core Auto,29.900 €,2024,26.000 km,Híbrido,163 cv,Madrid,https://www.coches.net/volvo-xc40-20-b3-g-core-auto-5p-electrico-hibrido-2025-en-madrid-70473966-covo.aspx
FIAT,FIAT Panda Panda Hybrid 1.0 Gse,7.900 €,2022,77.000 km,Híbrido,70 cv,Madrid,https://www.coches.net/fiat-panda-panda-hybrid-10-gse-51kw-70cv-5p-electrico-hibrido-2021-en-madrid-70473967-covo.aspx
SEAT,SEAT Arona 1.0 TSI Xperience,19.900 €,2025,21.862 km,Gasolina,115 cv,Jaén,https://www.coches.net/seat-arona-10-tsi-85kw-115cv-xperience-5p-gasolina-2025-en-jaen-70474014-covo.aspx
NISSAN,NISSAN Pathfinder 2.5 dCi CHROME 7 plazas,9.980 €,2008,275.000 km,Diesel,171 cv,Jaén,https://www.coches.net/nissan-pathfinder-25-dci-171cv-chrome-7-plazas-5p-diesel-2008-en-jaen-70474119-covo.aspx
PEUGEOT,PEUGEOT 3008 Hybrid 225 eEAT8 Allure Pack,19.990 €,2023,89.434 km,Híbrido enchufable,225 cv,Madrid,https://www.coches.net/peugeot-3008-hybrid-225-eeat8-allure-pack-5p-electrico-hibrido-2023-en-madrid-70474502-covo.aspx
PEUGEOT,PEUGEOT 3008 1.2 PURETECH GT LINE SS,11.900 €,2018,151.800 km,Gasolina,130 cv,Madrid,https://www.coches.net/peugeot-3008-12-puretech-96kw-130cv-gt-line-ss-5p-gasolina-2018-en-madrid-70474601-covo.aspx
PEUGEOT,PEUGEOT 2008 Allure Gasolina 100 SS 6 Vel. MAN,17.990 €,2025,28.127 km,Gasolina,100 cv,Madrid,https://www.coches.net/peugeot-2008-allure-gasolina-100-ss-6-vel-man-5p-gasolina-2024-en-madrid-70474663-covo.aspx
PEUGEOT,PEUGEOT 2008 Allure BlueHDI 130 SS EAT8,16.990 €,2022,84.460 km,Diesel,130 cv,Madrid,https://www.coches.net/peugeot-2008-allure-bluehdi-130-ss-eat8-5p-diesel-2022-en-madrid-70474709-covo.aspx
TOYOTA,TOYOTA Yaris 1.5 125 SEdition,17.600 €,2022,93.692 km,Gasolina,125 cv,Granada,https://www.coches.net/toyota-yaris-15-125-sedition-5p-gasolina-2022-en-granada-70474807-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase C C 220 d,39.990 €,2022,50.335 km,Híbrido,200 cv,Valencia,https://www.coches.net/mercedes-benz-clase-c-c-220-d-4p-electrico-hibrido-2022-en-valencia-70474813-covo.aspx
SEAT,SEAT Arona 1.0 TSI Style Edition Eco,12.900 €,2020,102.000 km,Gasolina,95 cv,Málaga,https://www.coches.net/seat-arona-10-tsi-70kw-95cv-style-edition-eco-5p-gasolina-2020-en-malaga-70474826-covo.aspx
BMW,BMW X3 xDrive20d xLine,37.985 €,2023,34.338 km,Híbrido,190 cv,Las Palmas,https://www.coches.net/bmw-x3-xdrive20d-xline-5p-electrico-hibrido-2023-en-las-palmas-70474969-covo.aspx
TOYOTA,TOYOTA Corolla 1.6 VVTi Sol,16.900 €,2023,49.000 km,Gasolina,110 cv,Madrid,https://www.coches.net/toyota-corolla-16-vvti-sol-4p-gasolina-2006-en-madrid-70474995-covo.aspx
TOYOTA,TOYOTA Corolla 140H Eco,15.900 €,2023,79.900 km,Híbrido,140 cv,Madrid,https://www.coches.net/toyota-corolla-140h-eco-4p-electrico-hibrido-2023-en-madrid-70475043-covo.aspx
NISSAN,NISSAN QASHQAI dCi 115 CV E6D ACENTA,14.990 €,2021,121.302 km,Diesel,115 cv,Cádiz,https://www.coches.net/nissan-qashqai-dci-85-kw-115-cv-e6d-acenta-5p-diesel-2018-en-cadiz-70475071-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Taigo RLine 1.5 TSI DSG,19.990 €,2022,110.292 km,Gasolina,150 cv,Toledo,https://www.coches.net/volkswagen-taigo-rline-15-tsi-110kw-150cv-dsg-5p-gasolina-2022-en-toledo-70475249-covo.aspx
FIAT,FIAT 500 Dolcevita 1.0 Hybrid 70 CV,8.900 €,2021,65.000 km,Híbrido,70 cv,Madrid,https://www.coches.net/fiat-500-dolcevita-10-hybrid-51kw-70-cv-3p-electrico-hibrido-2021-en-madrid-70475294-covo.aspx
MINI,MINI MINI COOPER CABRIO,22.150 €,2022,55.300 km,Gasolina,136 cv,Málaga,https://www.coches.net/mini-mini-cooper-cabrio-2p-gasolina-2022-en-malaga-70475516-covo.aspx
FIAT,FIAT 500 Lounge 1.0 6v GSE 70 CV,8.250 €,2021,118.000 km,Híbrido,70 cv,Málaga,https://www.coches.net/fiat-500-lounge-10-6v-gse-52kw-70-cv-3p-electrico-hibrido-2020-en-malaga-70475518-covo.aspx
FIAT,FIAT 500 S 1.0 6v GSE 70 CV,9.150 €,2020,77.000 km,Híbrido,70 cv,Málaga,https://www.coches.net/fiat-500-s-10-6v-gse-52kw-70-cv-3p-electrico-hibrido-2020-en-malaga-70475519-covo.aspx
BMW,BMW Serie 4 420i Cabrio,36.990 €,2022,53.800 km,Gasolina,184 cv,Málaga,https://www.coches.net/bmw-serie-4-420i-cabrio-2p-gasolina-2022-en-malaga-70475523-covo.aspx
